id_origin;origin;id_destination;destination;distance; duree
1398;3730 RUE STE-CATHERINE-EST;2489;300 RUE SAULNIER;29122;1625
2489;300 RUE SAULNIER;1399;3524 AVENUE NORTHCLIFFE;25241;1545
1399;3524 AVENUE NORTHCLIFFE;2489;300 RUE SAULNIER;23301;1260
2489;300 RUE SAULNIER;1400;CHEMIN DE L'INDUSTRIE;45440;1888
1400;CHEMIN DE L'INDUSTRIE;2489;300 RUE SAULNIER;47040;2042
2489;300 RUE SAULNIER;1401;740 PELLERIN;4561;358
1401;740 PELLERIN;2489;300 RUE SAULNIER;2367;245
2489;300 RUE SAULNIER;1402;*RD*1900 RUE JACQUES-TETREAULT;6058;725
1402;*RD*1900 RUE JACQUES-TETREAULT;2489;300 RUE SAULNIER;7792;478
2489;300 RUE SAULNIER;1403;230 ROBERT-CAUCHON;78716;3458
1403;230 ROBERT-CAUCHON;2489;300 RUE SAULNIER;79332;3380
2489;300 RUE SAULNIER;1404;1250 INDUSTRIELLE;47673;2052
1404;1250 INDUSTRIELLE;2489;300 RUE SAULNIER;42395;2067
2489;300 RUE SAULNIER;1405;1350 RENE LEVESQUE OUEST;29173;1743
1405;1350 RENE LEVESQUE OUEST;2489;300 RUE SAULNIER;27798;1404
2489;300 RUE SAULNIER;1406;RUE DES COLIADES;54250;2427
1406;RUE DES COLIADES;2489;300 RUE SAULNIER;54639;2381
2489;300 RUE SAULNIER;1407;3730 RUE DANDURAND;13908;1449
1407;3730 RUE DANDURAND;2489;300 RUE SAULNIER;23211;1525
2489;300 RUE SAULNIER;1408;RUE SHERBROOKE O & RUE CLARK;25484;1662
1408;RUE SHERBROOKE O & RUE CLARK;2489;300 RUE SAULNIER;23970;1374
2489;300 RUE SAULNIER;1409;102 POUPART;52139;2618
1409;102 POUPART;2489;300 RUE SAULNIER;50473;2429
2489;300 RUE SAULNIER;1410;1001 MARC CANTIN;40039;1844
1410;1001 MARC CANTIN;2489;300 RUE SAULNIER;30728;1526
2489;300 RUE SAULNIER;1411;1001 MARC-CANTIN;40039;1844
1411;1001 MARC-CANTIN;2489;300 RUE SAULNIER;30728;1526
2489;300 RUE SAULNIER;1412;180 ACRES  ROAD;32472;1689
1412;180 ACRES  ROAD;2489;300 RUE SAULNIER;37879;1651
2489;300 RUE SAULNIER;1413;CONSTRUCTION GMO;21990;1138
1413;CONSTRUCTION GMO;2489;300 RUE SAULNIER;24699;1298
2489;300 RUE SAULNIER;1414;950 RUE OTTAWA;32696;1979
1414;950 RUE OTTAWA;2489;300 RUE SAULNIER;29316;1703
2489;300 RUE SAULNIER;1415;OTTAWA & DALHOUISIE;189063;7136
1415;OTTAWA & DALHOUISIE;2489;300 RUE SAULNIER;188875;6992
2489;300 RUE SAULNIER;1416;234 JOHN RAYEN;45079;2067
1416;234 JOHN RAYEN;2489;300 RUE SAULNIER;44998;2016
2489;300 RUE SAULNIER;1417;187 - 84E AVENUE;78873;3262
1417;187 - 84E AVENUE;2489;300 RUE SAULNIER;78830;3102
2489;300 RUE SAULNIER;1418;231..............;48453;2263
1418;231..............;2489;300 RUE SAULNIER;48371;2193
2489;300 RUE SAULNIER;1419;13925 DU BORDEAUX;42218;1929
1419;13925 DU BORDEAUX;2489;300 RUE SAULNIER;41901;1792
2489;300 RUE SAULNIER;1420;205 SYCAMORE ST;1038427;36750
1420;205 SYCAMORE ST;2489;300 RUE SAULNIER;1007826;36844
2489;300 RUE SAULNIER;1421;15461 BOULEVARD GOUIN O.;34401;1922
1421;15461 BOULEVARD GOUIN O.;2489;300 RUE SAULNIER;26890;1854
2489;300 RUE SAULNIER;1422;12391 AV EUDORE DUBEAU;14680;890
1422;12391 AV EUDORE DUBEAU;2489;300 RUE SAULNIER;17528;1078
2489;300 RUE SAULNIER;1423;18111 TRANSCANADIENNE;32131;1522
1423;18111 TRANSCANADIENNE;2489;300 RUE SAULNIER;34309;1494
2489;300 RUE SAULNIER;1424;1350 BARROT;21262;1309
1424;1350 BARROT;2489;300 RUE SAULNIER;23239;1449
2489;300 RUE SAULNIER;1425;2829 CH STE MARIE;77293;3492
1425;2829 CH STE MARIE;2489;300 RUE SAULNIER;77682;3429
2489;300 RUE SAULNIER;1426;PHIL GOYETTE;50476;2237
1426;PHIL GOYETTE;2489;300 RUE SAULNIER;49942;2108
2489;300 RUE SAULNIER;1427;17600 TRANSCANADIENNE;34913;1656
1427;17600 TRANSCANADIENNE;2489;300 RUE SAULNIER;31561;1406
2489;300 RUE SAULNIER;1428;2900 RUE BAKER;15106;1282
1428;2900 RUE BAKER;2489;300 RUE SAULNIER;13811;1131
2489;300 RUE SAULNIER;1429;8267 CHE MAKLE;26495;2112
1429;8267 CHE MAKLE;2489;300 RUE SAULNIER;25050;1972
2489;300 RUE SAULNIER;1430;PIE-IX & 47E RUE;9878;965
1430;PIE-IX & 47E RUE;2489;300 RUE SAULNIER;13423;1290
2489;300 RUE SAULNIER;1431;PIE-IX & BOUL ROBERT;9878;965
1431;PIE-IX & BOUL ROBERT;2489;300 RUE SAULNIER;13423;1290
2489;300 RUE SAULNIER;1432;BOUL PIE-IX & DENIS PAPIN;9878;965
1432;BOUL PIE-IX & DENIS PAPIN;2489;300 RUE SAULNIER;13423;1290
2489;300 RUE SAULNIER;1433;TOULOUSE ET TURGEON;32431;1792
1433;TOULOUSE ET TURGEON;2489;300 RUE SAULNIER;36195;2133
2489;300 RUE SAULNIER;1434;COIN TOULOUSE ET TURGEON;32431;1792
1434;COIN TOULOUSE ET TURGEON;2489;300 RUE SAULNIER;36195;2133
2489;300 RUE SAULNIER;1435;4542 AVENUE DE HAMPTON;24379;1674
1435;4542 AVENUE DE HAMPTON;2489;300 RUE SAULNIER;22782;1434
2489;300 RUE SAULNIER;1436;11 ANNE HEBERT;50856;2665
1436;11 ANNE HEBERT;2489;300 RUE SAULNIER;50623;2551
2489;300 RUE SAULNIER;1437;BOUL PIE-IX & JARRY;9878;965
1437;BOUL PIE-IX & JARRY;2489;300 RUE SAULNIER;13423;1290
2489;300 RUE SAULNIER;1438;*CD*5500 BOUL. DAGENAIS OUEST;15955;1005
1438;*CD*5500 BOUL. DAGENAIS OUEST;2489;300 RUE SAULNIER;14996;837
2489;300 RUE SAULNIER;1439;12321 AVE EUDORE DUBEAU;14777;912
1439;12321 AVE EUDORE DUBEAU;2489;300 RUE SAULNIER;17625;1101
2489;300 RUE SAULNIER;1440;GEORGES GAGNE COIN RUE ROY;52754;2202
1440;GEORGES GAGNE COIN RUE ROY;2489;300 RUE SAULNIER;41972;2184
2489;300 RUE SAULNIER;1441;777 D'AUVERGNES;31199;1455
1441;777 D'AUVERGNES;2489;300 RUE SAULNIER;33317;1673
2489;300 RUE SAULNIER;1442;307 RUE DUFORT;47285;2036
1442;307 RUE DUFORT;2489;300 RUE SAULNIER;40943;1995
2489;300 RUE SAULNIER;1443;*WL*6191 RUE DE MARSEILLE;23965;1192
1443;*WL*6191 RUE DE MARSEILLE;2489;300 RUE SAULNIER;25729;1463
2489;300 RUE SAULNIER;1444;1421 RUE BISHOP;29270;1755
1444;1421 RUE BISHOP;2489;300 RUE SAULNIER;27942;1585
2489;300 RUE SAULNIER;1445;592 A 594 DENISE COLETTE;42514;1844
1445;592 A 594 DENISE COLETTE;2489;300 RUE SAULNIER;44060;1984
2489;300 RUE SAULNIER;1446;100 BLANCHARD;15675;960
1446;100 BLANCHARD;2489;300 RUE SAULNIER;16337;885
2489;300 RUE SAULNIER;1447;9060 RUE DE MATANE;34481;1945
1447;9060 RUE DE MATANE;2489;300 RUE SAULNIER;32203;1698
2489;300 RUE SAULNIER;1448;1670 AV.BOURGOGNE;51857;2484
1448;1670 AV.BOURGOGNE;2489;300 RUE SAULNIER;54842;2670
2489;300 RUE SAULNIER;1449;631 BOUL CLAIREVUE OUEST;39357;1754
1449;631 BOUL CLAIREVUE OUEST;2489;300 RUE SAULNIER;42506;1904
2489;300 RUE SAULNIER;1450;20 MONT LEVIN;21434;1188
1450;20 MONT LEVIN;2489;300 RUE SAULNIER;22293;1183
2489;300 RUE SAULNIER;1451;698 HERVE NORD;48027;2317
1451;698 HERVE NORD;2489;300 RUE SAULNIER;50692;2534
2489;300 RUE SAULNIER;1453;7301 DUNKIRK;1523765;52285
1453;7301 DUNKIRK;2489;300 RUE SAULNIER;1522053;52343
2489;300 RUE SAULNIER;1454;RUE WELLINGTON;29859;1693
1454;RUE WELLINGTON;2489;300 RUE SAULNIER;29179;1547
2489;300 RUE SAULNIER;1455;3006 BOUL LASALLE;28710;1638
1455;3006 BOUL LASALLE;2489;300 RUE SAULNIER;27401;1454
2489;300 RUE SAULNIER;1456;140 DE L'INDUSTRIE;48302;1947
1456;140 DE L'INDUSTRIE;2489;300 RUE SAULNIER;42297;2010
2489;300 RUE SAULNIER;1457;DE L'EGLISE ET VAUDREUIL;47356;2237
1457;DE L'EGLISE ET VAUDREUIL;2489;300 RUE SAULNIER;46953;2049
2489;300 RUE SAULNIER;1458;166 DE SPRINGFIELD;37316;1732
1458;166 DE SPRINGFIELD;2489;300 RUE SAULNIER;39795;1945
2489;300 RUE SAULNIER;1459;ROUTE 201;89754;3952
1459;ROUTE 201;2489;300 RUE SAULNIER;81311;3932
2489;300 RUE SAULNIER;1460;3035 AV ERNEST-HEMMINGWAY;16024;1322
1460;3035 AV ERNEST-HEMMINGWAY;2489;300 RUE SAULNIER;14725;1226
2489;300 RUE SAULNIER;1461;76 5E AVENUE;44848;2349
1461;76 5E AVENUE;2489;300 RUE SAULNIER;44699;2207
2489;300 RUE SAULNIER;1462;76 - 5E AVENUE;44848;2349
1462;76 - 5E AVENUE;2489;300 RUE SAULNIER;44699;2207
2489;300 RUE SAULNIER;1463;4586 DECARIE;22932;1407
1463;4586 DECARIE;2489;300 RUE SAULNIER;21755;1196
2489;300 RUE SAULNIER;1464;DE MAISONNEUVE E & WOLFE;15785;1774
1464;DE MAISONNEUVE E & WOLFE;2489;300 RUE SAULNIER;31369;1609
2489;300 RUE SAULNIER;1465;DE MAISONNEUVE E & PLESSIS;15785;1774
1465;DE MAISONNEUVE E & PLESSIS;2489;300 RUE SAULNIER;31369;1609
2489;300 RUE SAULNIER;1466;RUE ST-GREGOIRE & DE BREBEUF;13472;1343
1466;RUE ST-GREGOIRE & DE BREBEUF;2489;300 RUE SAULNIER;15608;1674
2489;300 RUE SAULNIER;1468;5 RUE DUBUC;55653;3112
1468;5 RUE DUBUC;2489;300 RUE SAULNIER;56906;2874
2489;300 RUE SAULNIER;1469;37 5E AVENUE NORD;23476;1474
1469;37 5E AVENUE NORD;2489;300 RUE SAULNIER;21786;1274
2489;300 RUE SAULNIER;1470;RUE DES MERISIER ET DES SORBIERS;48678;2781
1470;RUE DES MERISIER ET DES SORBIERS;2489;300 RUE SAULNIER;47111;2624
2489;300 RUE SAULNIER;1471;2859 2244  QC INC;23453;1488
1471;2859 2244  QC INC;2489;300 RUE SAULNIER;25591;1650
2489;300 RUE SAULNIER;1472;278 CH DES GRANDS-BOIS;67941;2937
1472;278 CH DES GRANDS-BOIS;2489;300 RUE SAULNIER;67960;2803
2489;300 RUE SAULNIER;1473;2515 RUE LAPIERRE;34180;1743
1473;2515 RUE LAPIERRE;2489;300 RUE SAULNIER;30375;1569
2489;300 RUE SAULNIER;1474;21 AVENUE THORNHILL;26827;1781
1474;21 AVENUE THORNHILL;2489;300 RUE SAULNIER;23938;1549
2489;300 RUE SAULNIER;1475;10155 BOUL PIE-IX;9103;889
1475;10155 BOUL PIE-IX;2489;300 RUE SAULNIER;11779;983
2489;300 RUE SAULNIER;1476;BOUL ST-LAURENT & RUE LEGENDRE O;30487;1944
1476;BOUL ST-LAURENT & RUE LEGENDRE O;2489;300 RUE SAULNIER;30324;1713
2489;300 RUE SAULNIER;1477;BOUL ST-LAURENT & RUE MAGUIRE;30487;1944
1477;BOUL ST-LAURENT & RUE MAGUIRE;2489;300 RUE SAULNIER;30324;1713
2489;300 RUE SAULNIER;1478;DE BELLECHASSE & DE LA ROCHE;291872;10400
1478;DE BELLECHASSE & DE LA ROCHE;2489;300 RUE SAULNIER;294825;10602
2489;300 RUE SAULNIER;1479;1280  BARROT;20823;1251
1479;1280  BARROT;2489;300 RUE SAULNIER;22792;1387
2489;300 RUE SAULNIER;1480;JEANNE-MANCE & MILTON;15443;1744
1480;JEANNE-MANCE & MILTON;2489;300 RUE SAULNIER;20541;1533
2489;300 RUE SAULNIER;1481;11011 BOUL. MAURICE-DUPLESSIS;26695;1181
1481;11011 BOUL. MAURICE-DUPLESSIS;2489;300 RUE SAULNIER;29020;1342
2489;300 RUE SAULNIER;1482;RUE MAYFAIR;61998;2681
1482;RUE MAYFAIR;2489;300 RUE SAULNIER;62366;2600
2489;300 RUE SAULNIER;1483;1670  AVENUE LINCOLN;29063;1712
1483;1670  AVENUE LINCOLN;2489;300 RUE SAULNIER;27504;1509
2489;300 RUE SAULNIER;1484;1880 RUE GRANT;33175;1732
1484;1880 RUE GRANT;2489;300 RUE SAULNIER;35256;1956
2489;300 RUE SAULNIER;1485;4830 RUE REDMOND;46314;2243
1485;4830 RUE REDMOND;2489;300 RUE SAULNIER;39120;2106
2489;300 RUE SAULNIER;1486;1791 RUE DE GAULE;38791;1944
1486;1791 RUE DE GAULE;2489;300 RUE SAULNIER;40756;2047
2489;300 RUE SAULNIER;1487;1820 RUE ALBERT;41588;2012
1487;1820 RUE ALBERT;2489;300 RUE SAULNIER;37078;1998
2489;300 RUE SAULNIER;1488;124 RUE ALLION;31399;1945
1488;124 RUE ALLION;2489;300 RUE SAULNIER;30121;1842
2489;300 RUE SAULNIER;1489;289 RUE DANIEL;45875;2205
1489;289 RUE DANIEL;2489;300 RUE SAULNIER;50972;2388
2489;300 RUE SAULNIER;1490;1070 AVENUE SAINT-VIATEUR;21019;1589
1490;1070 AVENUE SAINT-VIATEUR;2489;300 RUE SAULNIER;19569;1428
2489;300 RUE SAULNIER;1491;356 ST-GEORGES;72652;3200
1491;356 ST-GEORGES;2489;300 RUE SAULNIER;72672;3061
2489;300 RUE SAULNIER;1492;42 PLACE DU COMMERCE;30917;1708
1492;42 PLACE DU COMMERCE;2489;300 RUE SAULNIER;30911;1605
2489;300 RUE SAULNIER;1493;CLAUDE BELANGER;14358;865
1493;CLAUDE BELANGER;2489;300 RUE SAULNIER;17206;1056
2489;300 RUE SAULNIER;1494;2791 BOUL CURE LABELLE;47510;2035
1494;2791 BOUL CURE LABELLE;2489;300 RUE SAULNIER;49242;2115
2489;300 RUE SAULNIER;1495;2921 BOULEVARD DE LA GARE;50291;2243
1495;2921 BOULEVARD DE LA GARE;2489;300 RUE SAULNIER;49753;2136
2489;300 RUE SAULNIER;1496;PEPINIERE DES SOURCES INC.;34478;1636
1496;PEPINIERE DES SOURCES INC.;2489;300 RUE SAULNIER;26027;1288
2489;300 RUE SAULNIER;1497;500 AVENUE DES PERRON;8309;552
1497;500 AVENUE DES PERRON;2489;300 RUE SAULNIER;6819;758
2489;300 RUE SAULNIER;1498;646 MICHEL MCNABB;45591;2369
1498;646 MICHEL MCNABB;2489;300 RUE SAULNIER;45339;2188
2489;300 RUE SAULNIER;1499;646 MICHEL MACNABB;45591;2369
1499;646 MICHEL MACNABB;2489;300 RUE SAULNIER;45339;2188
2489;300 RUE SAULNIER;1500;BOUL PIE-IX & RUE VILLERAY;9878;965
1500;BOUL PIE-IX & RUE VILLERAY;2489;300 RUE SAULNIER;13423;1290
2489;300 RUE SAULNIER;1501;108 BELANGER;43321;2199
1501;108 BELANGER;2489;300 RUE SAULNIER;41743;2007
2489;300 RUE SAULNIER;1502;2380 CARTIER;32800;1688
1502;2380 CARTIER;2489;300 RUE SAULNIER;36400;1819
2489;300 RUE SAULNIER;1503;16785 DIAMANT;39551;1934
1503;16785 DIAMANT;2489;300 RUE SAULNIER;39293;1862
2489;300 RUE SAULNIER;1504;165 INDUSTRIEL;41500;2056
1504;165 INDUSTRIEL;2489;300 RUE SAULNIER;39922;1848
2489;300 RUE SAULNIER;1505;ALFRED NOBEL ET MARIE CURRIE;22733;1213
1505;ALFRED NOBEL ET MARIE CURRIE;2489;300 RUE SAULNIER;22067;1056
2489;300 RUE SAULNIER;1506;4020 BOUL ST-JEAN;29184;1637
1506;4020 BOUL ST-JEAN;2489;300 RUE SAULNIER;29335;1439
2489;300 RUE SAULNIER;1507;20 BL VAL D AJOL;14246;951
1507;20 BL VAL D AJOL;2489;300 RUE SAULNIER;15286;1032
2489;300 RUE SAULNIER;1508;7348 RUE SHERBROOKE O;27837;1811
1508;7348 RUE SHERBROOKE O;2489;300 RUE SAULNIER;31597;1564
2489;300 RUE SAULNIER;1509;74 DES SOUVERAINS;27427;1556
1509;74 DES SOUVERAINS;2489;300 RUE SAULNIER;29862;1603
2489;300 RUE SAULNIER;1510;46 ADELE;46008;2333
1510;46 ADELE;2489;300 RUE SAULNIER;46123;2250
2489;300 RUE SAULNIER;1511;367 BOUL  ARTHUR-SAUVE;19191;1406
1511;367 BOUL  ARTHUR-SAUVE;2489;300 RUE SAULNIER;22655;1116
2489;300 RUE SAULNIER;1512;CIMENTIERS DE LA RIVE INC.;41061;1933
1512;CIMENTIERS DE LA RIVE INC.;2489;300 RUE SAULNIER;42762;1942
2489;300 RUE SAULNIER;1513;155 STE-ROSE EST;9678;732
1513;155 STE-ROSE EST;2489;300 RUE SAULNIER;6680;756
2489;300 RUE SAULNIER;1514;2215 CH ST-ANDRE;87456;3607
1514;2215 CH ST-ANDRE;2489;300 RUE SAULNIER;88070;3514
2489;300 RUE SAULNIER;1515;RUE DES COCCINELLES;53939;2404
1515;RUE DES COCCINELLES;2489;300 RUE SAULNIER;54328;2347
2489;300 RUE SAULNIER;1516;7E & ST-ANTOINE;2005769;69430
1516;7E & ST-ANTOINE;2489;300 RUE SAULNIER;2005392;69235
2489;300 RUE SAULNIER;1517;MTL ZENITH;44212;2387
1517;MTL ZENITH;2489;300 RUE SAULNIER;43458;2353
2489;300 RUE SAULNIER;1518;231 RODOLPHE BESNER VAUDREUIL;52503;2340
1518;231 RODOLPHE BESNER VAUDREUIL;2489;300 RUE SAULNIER;52108;2149
2489;300 RUE SAULNIER;1519;650 CHE DU TRAIT-CARRE;5251;633
1519;650 CHE DU TRAIT-CARRE;2489;300 RUE SAULNIER;5346;610
2489;300 RUE SAULNIER;1520;26A RUE PAUL;49647;2616
1520;26A RUE PAUL;2489;300 RUE SAULNIER;48133;2451
2489;300 RUE SAULNIER;1521;2150 RUE STE-CATHERINE E;28818;1604
1521;2150 RUE STE-CATHERINE E;2489;300 RUE SAULNIER;31371;1758
2489;300 RUE SAULNIER;1522;RUE KING & DE LA COMMUNE O;181106;6749
1522;RUE KING & DE LA COMMUNE O;2489;300 RUE SAULNIER;174648;6615
2489;300 RUE SAULNIER;1523;43 CAMBRIDGE;58506;2614
1523;43 CAMBRIDGE;2489;300 RUE SAULNIER;58845;2540
2489;300 RUE SAULNIER;1524;1675 ST-REGIS;23105;1196
1524;1675 ST-REGIS;2489;300 RUE SAULNIER;23754;1160
2489;300 RUE SAULNIER;1525;369 BOUL ST CHARLES OUEST;33024;1736
1525;369 BOUL ST CHARLES OUEST;2489;300 RUE SAULNIER;35650;1701
2489;300 RUE SAULNIER;1526;*WL* 7143 RUE ALEXANDRA;12656;1355
1526;*WL* 7143 RUE ALEXANDRA;2489;300 RUE SAULNIER;18402;1351
2489;300 RUE SAULNIER;1527;6511 RUE YANNICK;24636;1595
1527;6511 RUE YANNICK;2489;300 RUE SAULNIER;26624;1779
2489;300 RUE SAULNIER;1528;370 RUE SCOTT;43758;2340
1528;370 RUE SCOTT;2489;300 RUE SAULNIER;42246;2184
2489;300 RUE SAULNIER;1529;3321 MTE MAJOR;24489;1563
1529;3321 MTE MAJOR;2489;300 RUE SAULNIER;26489;1768
2489;300 RUE SAULNIER;1530;3101 BOUL DE LA GARE;48086;2309
1530;3101 BOUL DE LA GARE;2489;300 RUE SAULNIER;47720;2168
2489;300 RUE SAULNIER;1531;179 HAUTE-RIVIERE;46339;2510
1531;179 HAUTE-RIVIERE;2489;300 RUE SAULNIER;44982;2382
2489;300 RUE SAULNIER;1532;5779 PARKPLACE;24173;1763
1532;5779 PARKPLACE;2489;300 RUE SAULNIER;22737;1647
2489;300 RUE SAULNIER;1533;1275  CHATEAUBRIANT;23548;1219
1533;1275  CHATEAUBRIANT;2489;300 RUE SAULNIER;25812;1388
2489;300 RUE SAULNIER;1534;140 GRANDE COTE;14266;816
1534;140 GRANDE COTE;2489;300 RUE SAULNIER;13631;645
2489;300 RUE SAULNIER;1535;140  GRANDE COTE;14266;816
1535;140  GRANDE COTE;2489;300 RUE SAULNIER;13631;645
2489;300 RUE SAULNIER;1536;RUE DES DIRIGEABLES;34073;1915
1536;RUE DES DIRIGEABLES;2489;300 RUE SAULNIER;39890;2122
2489;300 RUE SAULNIER;1537;RUE D'IBERVILLE & RUE BELANGER;13130;1427
1537;RUE D'IBERVILLE & RUE BELANGER;2489;300 RUE SAULNIER;15645;1664
2489;300 RUE SAULNIER;1538;95 SULLIVAN;43152;2264
1538;95 SULLIVAN;2489;300 RUE SAULNIER;41464;2094
2489;300 RUE SAULNIER;1539;RUE BERRI & RUE ROY;13792;1478
1539;RUE BERRI & RUE ROY;2489;300 RUE SAULNIER;21237;1714
2489;300 RUE SAULNIER;1540;1040 LEO PARIZEAU;40350;1845
1540;1040 LEO PARIZEAU;2489;300 RUE SAULNIER;43314;2030
2489;300 RUE SAULNIER;1541;ST-LAURENT & VIGER;195514;7099
1541;ST-LAURENT & VIGER;2489;300 RUE SAULNIER;195632;6889
2489;300 RUE SAULNIER;1542;19991 BOUL PIERREFOND;34126;1963
1542;19991 BOUL PIERREFOND;2489;300 RUE SAULNIER;34374;1812
2489;300 RUE SAULNIER;1543;751 ST-REGIS;47048;2390
1543;751 ST-REGIS;2489;300 RUE SAULNIER;45446;2189
2489;300 RUE SAULNIER;1544;127 YVONNE LACROIX;16299;925
1544;127 YVONNE LACROIX;2489;300 RUE SAULNIER;16897;903
2489;300 RUE SAULNIER;1545;ANDRE -BRUNET & SURRAY;4107053;137902
1545;ANDRE -BRUNET & SURRAY;2489;300 RUE SAULNIER;4102208;137249
2489;300 RUE SAULNIER;1546;JEAN-PIERRE MONDOU;41155;2155
1546;JEAN-PIERRE MONDOU;2489;300 RUE SAULNIER;39513;1970
2489;300 RUE SAULNIER;1547;*RD*7167 HAMILTION;29535;1756
1547;*RD*7167 HAMILTION;2489;300 RUE SAULNIER;33790;1783
2489;300 RUE SAULNIER;1548;*WL* ST-LAURENT & VIGER;15824;1836
1548;*WL* ST-LAURENT & VIGER;2489;300 RUE SAULNIER;21371;1591
2489;300 RUE SAULNIER;1549;480 INDUSTRIEL;27673;1349
1549;480 INDUSTRIEL;2489;300 RUE SAULNIER;24708;1162
2489;300 RUE SAULNIER;1550;590 MTE DU MOULIN;14892;883
1550;590 MTE DU MOULIN;2489;300 RUE SAULNIER;18230;1113
2489;300 RUE SAULNIER;1551;RUE ST-JACQUES & RUE DELINELLE;1766580;60326
1551;RUE ST-JACQUES & RUE DELINELLE;2489;300 RUE SAULNIER;1764022;60217
2489;300 RUE SAULNIER;1552;1250 MICHEL BOHEC;22445;1218
1552;1250 MICHEL BOHEC;2489;300 RUE SAULNIER;22864;1130
2489;300 RUE SAULNIER;1553;447 AVE NOTRE-DAME;35328;1543
1553;447 AVE NOTRE-DAME;2489;300 RUE SAULNIER;37909;1745
2489;300 RUE SAULNIER;1554;77 AVE DUROCHER;34493;1568
1554;77 AVE DUROCHER;2489;300 RUE SAULNIER;36556;1800
2489;300 RUE SAULNIER;1555;77 AV DUROCHER;34493;1568
1555;77 AV DUROCHER;2489;300 RUE SAULNIER;36556;1800
2489;300 RUE SAULNIER;1556;KLOSS ET HOUDE;35556;1584
1556;KLOSS ET HOUDE;2489;300 RUE SAULNIER;38057;1774
2489;300 RUE SAULNIER;1557;39 BOUL. CITE-DES-JEUNES;46605;2106
1557;39 BOUL. CITE-DES-JEUNES;2489;300 RUE SAULNIER;45357;1829
2489;300 RUE SAULNIER;1558;7075 RUE DES LIEGES;45389;2125
1558;7075 RUE DES LIEGES;2489;300 RUE SAULNIER;38371;2018
2489;300 RUE SAULNIER;1559;MALETTE & SAUVE;31242;1402
1559;MALETTE & SAUVE;2489;300 RUE SAULNIER;34928;1466
2489;300 RUE SAULNIER;1560;COIN MONTPETIT ET MONDOR;32258;1751
1560;COIN MONTPETIT ET MONDOR;2489;300 RUE SAULNIER;35996;2093
2489;300 RUE SAULNIER;1561;MCGILL & MAISONNEUVE;17390;2175
1561;MCGILL & MAISONNEUVE;2489;300 RUE SAULNIER;28961;1662
2489;300 RUE SAULNIER;1562;100 RUE DES LOISIRS;72770;3369
1562;100 RUE DES LOISIRS;2489;300 RUE SAULNIER;73159;3285
2489;300 RUE SAULNIER;1563;1400 DAWSON;31882;1622
1563;1400 DAWSON;2489;300 RUE SAULNIER;31318;1501
2489;300 RUE SAULNIER;1564;*FP* 2900 RUE EDOUARD-MONTPETIT;7508;573
1564;*FP* 2900 RUE EDOUARD-MONTPETIT;2489;300 RUE SAULNIER;6836;524
2489;300 RUE SAULNIER;1565;367 ARTHUR-SAUVE;19191;1406
1565;367 ARTHUR-SAUVE;2489;300 RUE SAULNIER;22655;1116
2489;300 RUE SAULNIER;1566;281 ST-REGIS;43406;2314
1566;281 ST-REGIS;2489;300 RUE SAULNIER;41797;2118
2489;300 RUE SAULNIER;1567;*RD*9025 BOULEVARD DU GOLF;17495;999
1567;*RD*9025 BOULEVARD DU GOLF;2489;300 RUE SAULNIER;22037;1096
2489;300 RUE SAULNIER;1568;2732 PLACE DE LA CROISE;57537;2577
1568;2732 PLACE DE LA CROISE;2489;300 RUE SAULNIER;57451;2418
2489;300 RUE SAULNIER;1569;RUE SAINT-JACQUES & NOTRE-DAME;187641;6880
1569;RUE SAINT-JACQUES & NOTRE-DAME;2489;300 RUE SAULNIER;186886;6733
2489;300 RUE SAULNIER;1570;NOTRE-DAME & RUE PEEL;1269760;43264
1570;NOTRE-DAME & RUE PEEL;2489;300 RUE SAULNIER;1251301;43293
2489;300 RUE SAULNIER;1572;NOTRE DAME & RUE PEEL;1269760;43264
1572;NOTRE DAME & RUE PEEL;2489;300 RUE SAULNIER;1251301;43293
2489;300 RUE SAULNIER;1573;2090 8E AVENUE;28567;1619
1573;2090 8E AVENUE;2489;300 RUE SAULNIER;30831;1793
2489;300 RUE SAULNIER;1574;110  33E AVENUE;18048;1069
1574;110  33E AVENUE;2489;300 RUE SAULNIER;17662;945
2489;300 RUE SAULNIER;1575;BOUL. ARMAND-FRAPPIER;37801;1734
1575;BOUL. ARMAND-FRAPPIER;2489;300 RUE SAULNIER;37929;1696
2489;300 RUE SAULNIER;1576;12140 BL RIVIERE DES PRAIRIES;17040;1133
1576;12140 BL RIVIERE DES PRAIRIES;2489;300 RUE SAULNIER;19889;1321
2489;300 RUE SAULNIER;1577;9640 RUE CLEMENT;30988;1504
1577;9640 RUE CLEMENT;2489;300 RUE SAULNIER;29437;1335
2489;300 RUE SAULNIER;1578;15461-459-457 BOULEVARD GOUIN O.;34401;1922
1578;15461-459-457 BOULEVARD GOUIN O.;2489;300 RUE SAULNIER;26890;1854
2489;300 RUE SAULNIER;1579;34 RICHARDSON;30545;1594
1579;34 RICHARDSON;2489;300 RUE SAULNIER;28529;1325
2489;300 RUE SAULNIER;1580;226 ROUSSILLON;3928;364
1580;226 ROUSSILLON;2489;300 RUE SAULNIER;4947;507
2489;300 RUE SAULNIER;1581;288  PL DU COTEAU;11884;921
1581;288  PL DU COTEAU;2489;300 RUE SAULNIER;14035;1116
2489;300 RUE SAULNIER;1582;6553 PLACE DESPAROIS;9315;730
